n.,data,estado,país,atualizado_em,confirmados,mortes,recuperados
56381,2020-07-03,Mato Grosso,Brazil,2021-04-02 15:13:53,18854.0,709.0,7684.0
56382,2020-07-03,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,9388.0,107.0,5326.0
56394,2020-07-03,Minas Gerais,Brazil,2021-04-02 15:13:53,53351.0,1110.0,31682.0
56470,2020-07-03,Para,Brazil,2021-04-02 15:13:53,110411.0,5050.0,97308.0
56471,2020-07-03,Paraiba,Brazil,2021-04-02 15:13:53,50765.0,1062.0,16971.0
56472,2020-07-03,Parana,Brazil,2021-04-02 15:13:53,28166.0,728.0,6997.0
56477,2020-07-03,Pernambuco,Brazil,2021-04-02 15:13:53,62362.0,5068.0,41925.0
56478,2020-07-03,Piaui,Brazil,2021-04-02 15:13:53,24376.0,726.0,23880.0
56505,2020-07-03,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,33421.0,1171.0,2904.0
56506,2020-07-03,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,30371.0,690.0,24673.0
56507,2020-07-03,Rio de Janeiro,Brazil,2021-04-02 15:13:53,118956.0,10500.0,98540.0
56510,2020-07-03,Rondonia,Brazil,2021-04-02 15:13:53,22241.0,533.0,11543.0
56511,2020-07-03,Roraima,Brazil,2021-04-02 15:13:53,18323.0,358.0,4430.0
56529,2020-07-03,Santa Catarina,Brazil,2021-04-02 15:13:53,30261.0,376.0,22864.0
56531,2020-07-03,Sao Paulo,Brazil,2021-04-02 15:13:53,310702.0,15694.0,162851.0
56537,2020-07-03,Sergipe,Brazil,2021-04-02 15:13:53,28186.0,764.0,14878.0
56581,2020-07-03,Tocantins,Brazil,2021-04-02 15:13:53,11736.0,211.0,7324.0
56830,2020-07-04,Acre,Brazil,2021-04-02 15:13:53,14487.0,391.0,7650.0
56836,2020-07-04,Alagoas,Brazil,2021-04-02 15:13:53,39255.0,1134.0,30181.0
56841,2020-07-04,Amapa,Brazil,2021-04-02 15:13:53,29809.0,441.0,17156.0
56842,2020-07-04,Amazonas,Brazil,2021-04-02 15:13:53,75945.0,2918.0,60743.0
56876,2020-07-04,Bahia,Brazil,2021-04-02 15:13:53,85485.0,2050.0,54987.0
56918,2020-07-04,Ceara,Brazil,2021-04-02 15:13:53,120952.0,6411.0,93784.0
56955,2020-07-04,Distrito Federal,Brazil,2021-04-02 15:13:53,55760.0,671.0,42523.0
56962,2020-07-04,Espirito Santo,Brazil,2021-04-02 15:13:53,52823.0,1781.0,31980.0
56982,2020-07-04,Goias,Brazil,2021-04-02 15:13:53,28494.0,611.0,0.0
57108,2020-07-04,Maranhao,Brazil,2021-04-02 15:13:53,89057.0,2185.0,67541.0
57114,2020-07-04,Mato Grosso,Brazil,2021-04-02 15:13:53,20098.0,755.0,7684.0
57115,2020-07-04,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,9910.0,114.0,5736.0
57127,2020-07-04,Minas Gerais,Brazil,2021-04-02 15:13:53,55958.0,1183.0,33479.0
57203,2020-07-04,Para,Brazil,2021-04-02 15:13:53,112531.0,5069.0,97308.0
57204,2020-07-04,Paraiba,Brazil,2021-04-02 15:13:53,52306.0,1082.0,16971.0
57205,2020-07-04,Parana,Brazil,2021-04-02 15:13:53,30570.0,763.0,6997.0
57210,2020-07-04,Pernambuco,Brazil,2021-04-02 15:13:53,63457.0,5116.0,41925.0
57211,2020-07-04,Piaui,Brazil,2021-04-02 15:13:53,25561.0,762.0,23880.0
57238,2020-07-04,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,34257.0,1200.0,2904.0
57239,2020-07-04,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,31619.0,715.0,24673.0
57240,2020-07-04,Rio de Janeiro,Brazil,2021-04-02 15:13:53,120440.0,10624.0,98540.0
57243,2020-07-04,Rondonia,Brazil,2021-04-02 15:13:53,22957.0,548.0,11543.0
57244,2020-07-04,Roraima,Brazil,2021-04-02 15:13:53,18769.0,364.0,4430.0
57262,2020-07-04,Santa Catarina,Brazil,2021-04-02 15:13:53,31931.0,383.0,22864.0
57264,2020-07-04,Sao Paulo,Brazil,2021-04-02 15:13:53,312530.0,15996.0,162851.0
57270,2020-07-04,Sergipe,Brazil,2021-04-02 15:13:53,29761.0,783.0,14878.0
57314,2020-07-04,Tocantins,Brazil,2021-04-02 15:13:53,12282.0,215.0,7523.0
57563,2020-07-05,Acre,Brazil,2021-04-02 15:13:53,14622.0,391.0,7650.0
57569,2020-07-05,Alagoas,Brazil,2021-04-02 15:13:53,39935.0,1153.0,31245.0
57574,2020-07-05,Amapa,Brazil,2021-04-02 15:13:53,29883.0,442.0,17566.0
57575,2020-07-05,Amazonas,Brazil,2021-04-02 15:13:53,76014.0,2929.0,61989.0
57609,2020-07-05,Bahia,Brazil,2021-04-02 15:13:53,87048.0,2107.0,58649.0
57651,2020-07-05,Ceara,Brazil,2021-04-02 15:13:53,121464.0,6441.0,93903.0
57688,2020-07-05,Distrito Federal,Brazil,2021-04-02 15:13:53,57854.0,699.0,43964.0
57695,2020-07-05,Espirito Santo,Brazil,2021-04-02 15:13:53,53393.0,1804.0,33839.0
57715,2020-07-05,Goias,Brazil,2021-04-02 15:13:53,28526.0,621.0,0.0
57841,2020-07-05,Maranhao,Brazil,2021-04-02 15:13:53,89714.0,2219.0,68655.0
57847,2020-07-05,Mato Grosso,Brazil,2021-04-02 15:13:53,20891.0,807.0,8133.0
57848,2020-07-05,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,10089.0,117.0,6518.0
57860,2020-07-05,Minas Gerais,Brazil,2021-04-02 15:13:53,58283.0,1201.0,35622.0
57936,2020-07-05,Para,Brazil,2021-04-02 15:13:53,113811.0,5096.0,98965.0
57937,2020-07-05,Paraiba,Brazil,2021-04-02 15:13:53,52728.0,1099.0,17798.0
57938,2020-07-05,Parana,Brazil,2021-04-02 15:13:53,31459.0,795.0,6997.0
57943,2020-07-05,Pernambuco,Brazil,2021-04-02 15:13:53,65129.0,5143.0,44568.0
57944,2020-07-05,Piaui,Brazil,2021-04-02 15:13:53,26079.0,784.0,24389.0
57971,2020-07-05,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,34645.0,1213.0,2904.0
57972,2020-07-05,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,31955.0,727.0,26358.0
57973,2020-07-05,Rio de Janeiro,Brazil,2021-04-02 15:13:53,121292.0,10667.0,97719.0
57976,2020-07-05,Rondonia,Brazil,2021-04-02 15:13:53,23479.0,555.0,12167.0
57977,2020-07-05,Roraima,Brazil,2021-04-02 15:13:53,18922.0,368.0,4483.0
57995,2020-07-05,Santa Catarina,Brazil,2021-04-02 15:13:53,32969.0,393.0,22864.0
57997,2020-07-05,Sao Paulo,Brazil,2021-04-02 15:13:53,320179.0,16078.0,175439.0
58003,2020-07-05,Sergipe,Brazil,2021-04-02 15:13:53,30217.0,798.0,18949.0
58047,2020-07-05,Tocantins,Brazil,2021-04-02 15:13:53,12475.0,220.0,7712.0
58296,2020-07-06,Acre,Brazil,2021-04-02 15:13:53,14688.0,394.0,8243.0
58302,2020-07-06,Alagoas,Brazil,2021-04-02 15:13:53,40569.0,1172.0,32468.0
58307,2020-07-06,Amapa,Brazil,2021-04-02 15:13:53,30004.0,449.0,17850.0
58308,2020-07-06,Amazonas,Brazil,2021-04-02 15:13:53,76424.0,2938.0,61989.0
58342,2020-07-06,Bahia,Brazil,2021-04-02 15:13:53,88279.0,2168.0,59779.0
58384,2020-07-06,Ceara,Brazil,2021-04-02 15:13:53,122477.0,6481.0,97470.0
58421,2020-07-06,Distrito Federal,Brazil,2021-04-02 15:13:53,60383.0,726.0,47347.0
58428,2020-07-06,Espirito Santo,Brazil,2021-04-02 15:13:53,54547.0,1838.0,35118.0
58448,2020-07-06,Goias,Brazil,2021-04-02 15:13:53,29296.0,654.0,0.0
58574,2020-07-06,Maranhao,Brazil,2021-04-02 15:13:53,90251.0,2250.0,69615.0
58580,2020-07-06,Mato Grosso,Brazil,2021-04-02 15:13:53,21496.0,826.0,8974.0
58581,2020-07-06,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,10253.0,122.0,6903.0
58593,2020-07-06,Minas Gerais,Brazil,2021-04-02 15:13:53,59626.0,1230.0,37000.0
58669,2020-07-06,Para,Brazil,2021-04-02 15:13:53,114535.0,5105.0,101889.0
58670,2020-07-06,Paraiba,Brazil,2021-04-02 15:13:53,53151.0,1118.0,18435.0
58671,2020-07-06,Parana,Brazil,2021-04-02 15:13:53,32769.0,820.0,6997.0
58676,2020-07-06,Pernambuco,Brazil,2021-04-02 15:13:53,65642.0,5163.0,46417.0
58677,2020-07-06,Piaui,Brazil,2021-04-02 15:13:53,26511.0,809.0,25771.0
58704,2020-07-06,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,34984.0,1248.0,2904.0
58705,2020-07-06,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,32401.0,759.0,26893.0
58706,2020-07-06,Rio de Janeiro,Brazil,2021-04-02 15:13:53,121879.0,10698.0,101554.0
58709,2020-07-06,Rondonia,Brazil,2021-04-02 15:13:53,23921.0,558.0,13035.0
58710,2020-07-06,Roraima,Brazil,2021-04-02 15:13:53,18948.0,371.0,4483.0
58728,2020-07-06,Santa Catarina,Brazil,2021-04-02 15:13:53,33822.0,406.0,28115.0
58730,2020-07-06,Sao Paulo,Brazil,2021-04-02 15:13:53,323070.0,16134.0,176494.0
58736,2020-07-06,Sergipe,Brazil,2021-04-02 15:13:53,30718.0,826.0,18949.0
58780,2020-07-06,Tocantins,Brazil,2021-04-02 15:13:53,12640.0,224.0,7850.0
59029,2020-07-07,Acre,Brazil,2021-04-02 15:13:53,14941.0,399.0,8460.0
59035,2020-07-07,Alagoas,Brazil,2021-04-02 15:13:53,41524.0,1192.0,33736.0
59040,2020-07-07,Amapa,Brazil,2021-04-02 15:13:53,30294.0,455.0,18843.0
59041,2020-07-07,Amazonas,Brazil,2021-04-02 15:13:53,79167.0,2952.0,66256.0
59075,2020-07-07,Bahia,Brazil,2021-04-02 15:13:53,91954.0,2216.0,63207.0
59117,2020-07-07,Ceara,Brazil,2021-04-02 15:13:53,124952.0,6556.0,99249.0
59154,2020-07-07,Distrito Federal,Brazil,2021-04-02 15:13:53,62694.0,767.0,49081.0
59161,2020-07-07,Espirito Santo,Brazil,2021-04-02 15:13:53,56698.0,1880.0,37098.0
59181,2020-07-07,Goias,Brazil,2021-04-02 15:13:53,31308.0,701.0,0.0
59307,2020-07-07,Maranhao,Brazil,2021-04-02 15:13:53,92088.0,2286.0,70927.0
59313,2020-07-07,Mato Grosso,Brazil,2021-04-02 15:13:53,22406.0,846.0,9607.0
59314,2020-07-07,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,10687.0,128.0,7081.0
59326,2020-07-07,Minas Gerais,Brazil,2021-04-02 15:13:53,60897.0,1282.0,38554.0
59402,2020-07-07,Para,Brazil,2021-04-02 15:13:53,116152.0,5128.0,103769.0
59403,2020-07-07,Paraiba,Brazil,2021-04-02 15:13:53,54802.0,1145.0,18435.0
59404,2020-07-07,Parana,Brazil,2021-04-02 15:13:53,34308.0,851.0,8817.0
59409,2020-07-07,Pernambuco,Brazil,2021-04-02 15:13:53,66151.0,5234.0,46417.0
59410,2020-07-07,Piaui,Brazil,2021-04-02 15:13:53,27514.0,834.0,26642.0
59437,2020-07-07,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,35820.0,1291.0,2904.0
59438,2020-07-07,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,33800.0,791.0,28086.0
59439,2020-07-07,Rio de Janeiro,Brazil,2021-04-02 15:13:53,124086.0,10881.0,101554.0
59442,2020-07-07,Rondonia,Brazil,2021-04-02 15:13:53,24564.0,577.0,13671.0
59443,2020-07-07,Roraima,Brazil,2021-04-02 15:13:53,19088.0,376.0,4495.0
59461,2020-07-07,Santa Catarina,Brazil,2021-04-02 15:13:53,35342.0,419.0,28115.0
59463,2020-07-07,Sao Paulo,Brazil,2021-04-02 15:13:53,332708.0,16475.0,194958.0
59469,2020-07-07,Sergipe,Brazil,2021-04-02 15:13:53,31640.0,851.0,18949.0
59513,2020-07-07,Tocantins,Brazil,2021-04-02 15:13:53,13004.0,228.0,8101.0
59762,2020-07-08,Acre,Brazil,2021-04-02 15:13:53,15167.0,404.0,8604.0
59768,2020-07-08,Alagoas,Brazil,2021-04-02 15:13:53,42322.0,1213.0,34309.0
59773,2020-07-08,Amapa,Brazil,2021-04-02 15:13:53,30524.0,462.0,19372.0
59774,2020-07-08,Amazonas,Brazil,2021-04-02 15:13:53,80082.0,2967.0,66256.0
59808,2020-07-08,Bahia,Brazil,2021-04-02 15:13:53,95536.0,2277.0,66550.0
59850,2020-07-08,Ceara,Brazil,2021-04-02 15:13:53,128471.0,6665.0,102145.0
59887,2020-07-08,Distrito Federal,Brazil,2021-04-02 15:13:53,64314.0,801.0,50879.0
59894,2020-07-08,Espirito Santo,Brazil,2021-04-02 15:13:53,58537.0,1911.0,38609.0
59914,2020-07-08,Goias,Brazil,2021-04-02 15:13:53,32664.0,733.0,0.0
60040,2020-07-08,Maranhao,Brazil,2021-04-02 15:13:53,92939.0,2324.0,70927.0
60046,2020-07-08,Mato Grosso,Brazil,2021-04-02 15:13:53,23835.0,882.0,10832.0
60047,2020-07-08,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,11063.0,134.0,7291.0
60059,2020-07-08,Minas Gerais,Brazil,2021-04-02 15:13:53,64035.0,1355.0,40731.0
60135,2020-07-08,Para,Brazil,2021-04-02 15:13:53,118744.0,5169.0,105839.0
60136,2020-07-08,Paraiba,Brazil,2021-04-02 15:13:53,56344.0,1171.0,19999.0
60137,2020-07-08,Parana,Brazil,2021-04-02 15:13:53,35715.0,895.0,9852.0
60142,2020-07-08,Pernambuco,Brazil,2021-04-02 15:13:53,67604.0,5323.0,47881.0
60143,2020-07-08,Piaui,Brazil,2021-04-02 15:13:53,28411.0,858.0,27927.0
60170,2020-07-08,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,36511.0,1326.0,2904.0
60171,2020-07-08,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,35557.0,825.0,29424.0
60172,2020-07-08,Rio de Janeiro,Brazil,2021-04-02 15:13:53,126329.0,10970.0,105231.0
60175,2020-07-08,Rondonia,Brazil,2021-04-02 15:13:53,25067.0,585.0,14391.0
60176,2020-07-08,Roraima,Brazil,2021-04-02 15:13:53,19284.0,386.0,4495.0
60194,2020-07-08,Santa Catarina,Brazil,2021-04-02 15:13:53,36810.0,432.0,28115.0
60196,2020-07-08,Sao Paulo,Brazil,2021-04-02 15:13:53,341365.0,16788.0,199005.0
60202,2020-07-08,Sergipe,Brazil,2021-04-02 15:13:53,32490.0,875.0,19759.0
60246,2020-07-08,Tocantins,Brazil,2021-04-02 15:13:53,13440.0,233.0,8517.0
60495,2020-07-09,Acre,Brazil,2021-04-02 15:13:53,15465.0,411.0,8604.0
60501,2020-07-09,Alagoas,Brazil,2021-04-02 15:13:53,43191.0,1230.0,34309.0
60506,2020-07-09,Amapa,Brazil,2021-04-02 15:13:53,30763.0,467.0,19644.0
60507,2020-07-09,Amazonas,Brazil,2021-04-02 15:13:53,81318.0,2985.0,67024.0
60541,2020-07-09,Bahia,Brazil,2021-04-02 15:13:53,98319.0,2328.0,69098.0
60583,2020-07-09,Ceara,Brazil,2021-04-02 15:13:53,131000.0,6741.0,104162.0
60620,2020-07-09,Distrito Federal,Brazil,2021-04-02 15:13:53,65677.0,823.0,52548.0
60627,2020-07-09,Espirito Santo,Brazil,2021-04-02 15:13:53,60009.0,1930.0,38819.0
60647,2020-07-09,Goias,Brazil,2021-04-02 15:13:53,33876.0,769.0,9595.0
60773,2020-07-09,Maranhao,Brazil,2021-04-02 15:13:53,95323.0,2357.0,70927.0
60779,2020-07-09,Mato Grosso,Brazil,2021-04-02 15:13:53,25264.0,928.0,10832.0
60780,2020-07-09,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,11671.0,136.0,7629.0
60792,2020-07-09,Minas Gerais,Brazil,2021-04-02 15:13:53,66864.0,1445.0,43117.0
60868,2020-07-09,Para,Brazil,2021-04-02 15:13:53,120731.0,5196.0,107773.0
60869,2020-07-09,Paraiba,Brazil,2021-04-02 15:13:53,57614.0,1196.0,19999.0
60870,2020-07-09,Parana,Brazil,2021-04-02 15:13:53,37424.0,931.0,9852.0
60875,2020-07-09,Pernambuco,Brazil,2021-04-02 15:13:53,68767.0,5409.0,47881.0
60876,2020-07-09,Piaui,Brazil,2021-04-02 15:13:53,29745.0,884.0,29471.0
60903,2020-07-09,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,37060.0,1345.0,2904.0
60904,2020-07-09,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,36434.0,870.0,30240.0
60905,2020-07-09,Rio de Janeiro,Brazil,2021-04-02 15:13:53,128324.0,11115.0,105231.0
60908,2020-07-09,Rondonia,Brazil,2021-04-02 15:13:53,25402.0,589.0,14391.0
60909,2020-07-09,Roraima,Brazil,2021-04-02 15:13:53,20154.0,393.0,4538.0
60927,2020-07-09,Santa Catarina,Brazil,2021-04-02 15:13:53,38408.0,447.0,31616.0
60929,2020-07-09,Sao Paulo,Brazil,2021-04-02 15:13:53,349715.0,17118.0,202967.0
60935,2020-07-09,Sergipe,Brazil,2021-04-02 15:13:53,33416.0,901.0,19759.0
60979,2020-07-09,Tocantins,Brazil,2021-04-02 15:13:53,13845.0,240.0,8517.0
61228,2020-07-10,Acre,Brazil,2021-04-02 15:13:53,15768.0,417.0,8925.0
61234,2020-07-10,Alagoas,Brazil,2021-04-02 15:13:53,43959.0,1246.0,36343.0
61239,2020-07-10,Amapa,Brazil,2021-04-02 15:13:53,31080.0,470.0,19803.0
61240,2020-07-10,Amazonas,Brazil,2021-04-02 15:13:53,82507.0,3008.0,69107.0
61274,2020-07-10,Bahia,Brazil,2021-04-02 15:13:53,101186.0,2383.0,71926.0
61316,2020-07-10,Ceara,Brazil,2021-04-02 15:13:53,133546.0,6777.0,106952.0
61353,2020-07-10,Distrito Federal,Brazil,2021-04-02 15:13:53,67297.0,856.0,54402.0
61360,2020-07-10,Espirito Santo,Brazil,2021-04-02 15:13:53,61356.0,1967.0,40983.0
61380,2020-07-10,Goias,Brazil,2021-04-02 15:13:53,35138.0,807.0,10223.0
61506,2020-07-10,Maranhao,Brazil,2021-04-02 15:13:53,96718.0,2392.0,75570.0
61512,2020-07-10,Mato Grosso,Brazil,2021-04-02 15:13:53,26396.0,986.0,11660.0
61513,2020-07-10,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,12261.0,146.0,8008.0
61525,2020-07-10,Minas Gerais,Brazil,2021-04-02 15:13:53,70086.0,1504.0,45145.0
61601,2020-07-10,Para,Brazil,2021-04-02 15:13:53,122674.0,5224.0,109699.0
61602,2020-07-10,Paraiba,Brazil,2021-04-02 15:13:53,59118.0,1229.0,21481.0
61603,2020-07-10,Parana,Brazil,2021-04-02 15:13:53,39512.0,978.0,13374.0
61608,2020-07-10,Pernambuco,Brazil,2021-04-02 15:13:53,70100.0,5482.0,49483.0
61609,2020-07-10,Piaui,Brazil,2021-04-02 15:13:53,31269.0,896.0,30676.0
61636,2020-07-10,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,38265.0,1356.0,2904.0
61637,2020-07-10,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,37490.0,919.0,31317.0
61638,2020-07-10,Rio de Janeiro,Brazil,2021-04-02 15:13:53,129443.0,11280.0,108151.0
61641,2020-07-10,Rondonia,Brazil,2021-04-02 15:13:53,26000.0,605.0,15290.0
61642,2020-07-10,Roraima,Brazil,2021-04-02 15:13:53,21220.0,393.0,8191.0
61660,2020-07-10,Santa Catarina,Brazil,2021-04-02 15:13:53,40106.0,459.0,31616.0
61662,2020-07-10,Sao Paulo,Brazil,2021-04-02 15:13:53,359110.0,17442.0,204531.0
61668,2020-07-10,Sergipe,Brazil,2021-04-02 15:13:53,34713.0,931.0,22686.0
61712,2020-07-10,Tocantins,Brazil,2021-04-02 15:13:53,14509.0,245.0,8915.0
61961,2020-07-11,Acre,Brazil,2021-04-02 15:13:53,16080.0,419.0,9128.0
61967,2020-07-11,Alagoas,Brazil,2021-04-02 15:13:53,44633.0,1264.0,36973.0
61972,2020-07-11,Amapa,Brazil,2021-04-02 15:13:53,31279.0,473.0,19965.0
61973,2020-07-11,Amazonas,Brazil,2021-04-02 15:13:53,83230.0,3023.0,69736.0
62007,2020-07-11,Bahia,Brazil,2021-04-02 15:13:53,104188.0,2436.0,73136.0
62049,2020-07-11,Ceara,Brazil,2021-04-02 15:13:53,135945.0,6853.0,108361.0
62086,2020-07-11,Distrito Federal,Brazil,2021-04-02 15:13:53,68406.0,871.0,56120.0
62093,2020-07-11,Espirito Santo,Brazil,2021-04-02 15:13:53,62236.0,1984.0,41450.0
62113,2020-07-11,Goias,Brazil,2021-04-02 15:13:53,35793.0,844.0,10407.0
62239,2020-07-11,Maranhao,Brazil,2021-04-02 15:13:53,98398.0,2426.0,76921.0
62245,2020-07-11,Mato Grosso,Brazil,2021-04-02 15:13:53,27636.0,1029.0,11660.0
62246,2020-07-11,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,12969.0,153.0,8329.0
62258,2020-07-11,Minas Gerais,Brazil,2021-04-02 15:13:53,73813.0,1550.0,49050.0
62334,2020-07-11,Para,Brazil,2021-04-02 15:13:53,124934.0,5274.0,111002.0
62335,2020-07-11,Paraiba,Brazil,2021-04-02 15:13:53,60421.0,1250.0,22116.0
62336,2020-07-11,Parana,Brazil,2021-04-02 15:13:53,40797.0,1016.0,13374.0
62341,2020-07-11,Pernambuco,Brazil,2021-04-02 15:13:53,71370.0,5556.0,49483.0
62342,2020-07-11,Piaui,Brazil,2021-04-02 15:13:53,32465.0,914.0,31142.0
62369,2020-07-11,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,38616.0,1380.0,2904.0
62370,2020-07-11,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,38720.0,943.0,32337.0
62371,2020-07-11,Rio de Janeiro,Brazil,2021-04-02 15:13:53,129675.0,11406.0,109061.0
62374,2020-07-11,Rondonia,Brazil,2021-04-02 15:13:53,26496.0,617.0,15696.0
62375,2020-07-11,Roraima,Brazil,2021-04-02 15:13:53,21849.0,396.0,8191.0
62393,2020-07-11,Santa Catarina,Brazil,2021-04-02 15:13:53,42026.0,485.0,33758.0
62395,2020-07-11,Sao Paulo,Brazil,2021-04-02 15:13:53,366890.0,17702.0,211777.0
62401,2020-07-11,Sergipe,Brazil,2021-04-02 15:13:53,36046.0,954.0,22903.0
62445,2020-07-11,Tocantins,Brazil,2021-04-02 15:13:53,14939.0,251.0,9108.0
62694,2020-07-12,Acre,Brazil,2021-04-02 15:13:53,16190.0,426.0,9198.0
62700,2020-07-12,Alagoas,Brazil,2021-04-02 15:13:53,45330.0,1281.0,37460.0
62705,2020-07-12,Amapa,Brazil,2021-04-02 15:13:53,31364.0,474.0,20044.0
62706,2020-07-12,Amazonas,Brazil,2021-04-02 15:13:53,83526.0,3039.0,69971.0
62740,2020-07-12,Bahia,Brazil,2021-04-02 15:13:53,105763.0,2483.0,73730.0
62782,2020-07-12,Ceara,Brazil,2021-04-02 15:13:53,136785.0,6868.0,110224.0
62819,2020-07-12,Distrito Federal,Brazil,2021-04-02 15:13:53,70712.0,902.0,57262.0
62826,2020-07-12,Espirito Santo,Brazil,2021-04-02 15:13:53,62799.0,2003.0,41671.0
62846,2020-07-12,Goias,Brazil,2021-04-02 15:13:53,36244.0,849.0,10480.0
62972,2020-07-12,Maranhao,Brazil,2021-04-02 15:13:53,98952.0,2463.0,77815.0
62978,2020-07-12,Mato Grosso,Brazil,2021-04-02 15:13:53,28411.0,1047.0,11660.0
62979,2020-07-12,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,13197.0,161.0,8678.0
62991,2020-07-12,Minas Gerais,Brazil,2021-04-02 15:13:53,75851.0,1576.0,49769.0
63067,2020-07-12,Para,Brazil,2021-04-02 15:13:53,125714.0,5289.0,112237.0
63068,2020-07-12,Paraiba,Brazil,2021-04-02 15:13:53,60784.0,1284.0,22292.0
63069,2020-07-12,Parana,Brazil,2021-04-02 15:13:53,42537.0,1045.0,13374.0
63074,2020-07-12,Pernambuco,Brazil,2021-04-02 15:13:53,72470.0,5595.0,50850.0
63075,2020-07-12,Piaui,Brazil,2021-04-02 15:13:53,32963.0,936.0,31520.0
63102,2020-07-12,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,39421.0,1394.0,2904.0
63103,2020-07-12,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,39240.0,962.0,32815.0
63104,2020-07-12,Rio de Janeiro,Brazil,2021-04-02 15:13:53,129684.0,11415.0,110061.0
63107,2020-07-12,Rondonia,Brazil,2021-04-02 15:13:53,26728.0,628.0,15755.0
63108,2020-07-12,Roraima,Brazil,2021-04-02 15:13:53,22225.0,396.0,8191.0
63126,2020-07-12,Santa Catarina,Brazil,2021-04-02 15:13:53,43031.0,497.0,33758.0
63128,2020-07-12,Sao Paulo,Brazil,2021-04-02 15:13:53,371997.0,17848.0,220974.0
63134,2020-07-12,Sergipe,Brazil,2021-04-02 15:13:53,37631.0,984.0,22903.0
63178,2020-07-12,Tocantins,Brazil,2021-04-02 15:13:53,15132.0,255.0,9247.0
63427,2020-07-13,Acre,Brazil,2021-04-02 15:13:53,16260.0,430.0,9198.0
63433,2020-07-13,Alagoas,Brazil,2021-04-02 15:13:53,46296.0,1297.0,38828.0
63438,2020-07-13,Amapa,Brazil,2021-04-02 15:13:53,31552.0,478.0,20803.0
63439,2020-07-13,Amazonas,Brazil,2021-04-02 15:13:53,84412.0,3048.0,70720.0
63473,2020-07-13,Bahia,Brazil,2021-04-02 15:13:53,106891.0,2535.0,74135.0
63515,2020-07-13,Ceara,Brazil,2021-04-02 15:13:53,137206.0,6947.0,111238.0
63552,2020-07-13,Distrito Federal,Brazil,2021-04-02 15:13:53,72284.0,930.0,58385.0
63559,2020-07-13,Espirito Santo,Brazil,2021-04-02 15:13:53,63879.0,2040.0,42586.0
63579,2020-07-13,Goias,Brazil,2021-04-02 15:13:53,36696.0,852.0,11011.0
63705,2020-07-13,Maranhao,Brazil,2021-04-02 15:13:53,99830.0,2501.0,77815.0
63711,2020-07-13,Mato Grosso,Brazil,2021-04-02 15:13:53,28792.0,1085.0,11660.0
63712,2020-07-13,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,13461.0,167.0,9002.0
63724,2020-07-13,Minas Gerais,Brazil,2021-04-02 15:13:53,76822.0,1615.0,50510.0
63800,2020-07-13,Para,Brazil,2021-04-02 15:13:53,126509.0,5293.0,113930.0
63801,2020-07-13,Paraiba,Brazil,2021-04-02 15:13:53,61108.0,1302.0,22468.0
63802,2020-07-13,Parana,Brazil,2021-04-02 15:13:53,43582.0,1089.0,14545.0
63807,2020-07-13,Pernambuco,Brazil,2021-04-02 15:13:53,72901.0,5652.0,51095.0
63808,2020-07-13,Piaui,Brazil,2021-04-02 15:13:53,33359.0,960.0,32313.0
63835,2020-07-13,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,39800.0,1404.0,3258.0
63836,2020-07-13,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,39656.0,995.0,33330.0
63837,2020-07-13,Rio de Janeiro,Brazil,2021-04-02 15:13:53,132044.0,11474.0,111189.0
63840,2020-07-13,Rondonia,Brazil,2021-04-02 15:13:53,27050.0,647.0,15864.0
63841,2020-07-13,Roraima,Brazil,2021-04-02 15:13:53,22627.0,397.0,8194.0
