n.,data,estado,país,atualizado_em,confirmados,mortes,recuperados
174454,2020-12-08,Distrito Federal,Brazil,2021-04-02 15:13:53,235480.0,4011.0,224210.0
174463,2020-12-08,Espirito Santo,Brazil,2021-04-02 15:13:53,204292.0,4455.0,186864.0
174487,2020-12-08,Goias,Brazil,2021-04-02 15:13:53,287858.0,6486.0,277792.0
174621,2020-12-08,Maranhao,Brazil,2021-04-02 15:13:53,195589.0,4349.0,187070.0
174627,2020-12-08,Mato Grosso,Brazil,2021-04-02 15:13:53,162923.0,4159.0,155632.0
174628,2020-12-08,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,107235.0,1852.0,92432.0
174640,2020-12-08,Minas Gerais,Brazil,2021-04-02 15:13:53,444800.0,10345.0,402976.0
174720,2020-12-08,Para,Brazil,2021-04-02 15:13:53,276221.0,6959.0,258418.0
174721,2020-12-08,Paraiba,Brazil,2021-04-02 15:13:53,150575.0,3380.0,119956.0
174722,2020-12-08,Parana,Brazil,2021-04-02 15:13:53,308811.0,6539.0,219176.0
174727,2020-12-08,Pernambuco,Brazil,2021-04-02 15:13:53,192397.0,9186.0,169129.0
174728,2020-12-08,Piaui,Brazil,2021-04-02 15:13:53,132095.0,2691.0,129595.0
174756,2020-12-08,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,98831.0,2753.0,48821.0
174757,2020-12-08,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,354683.0,7316.0,327381.0
174758,2020-12-08,Rio de Janeiro,Brazil,2021-04-02 15:13:53,374753.0,23270.0,344192.0
174761,2020-12-08,Rondonia,Brazil,2021-04-02 15:13:53,83959.0,1610.0,73326.0
174762,2020-12-08,Roraima,Brazil,2021-04-02 15:13:53,65084.0,744.0,61308.0
174780,2020-12-08,Santa Catarina,Brazil,2021-04-02 15:13:53,406003.0,4132.0,372800.0
174782,2020-12-08,Sao Paulo,Brazil,2021-04-02 15:13:53,1296801.0,43282.0,1157066.0
174788,2020-12-08,Sergipe,Brazil,2021-04-02 15:13:53,95493.0,2341.0,86060.0
174832,2020-12-08,Tocantins,Brazil,2021-04-02 15:13:53,83948.0,1187.0,75453.0
175090,2020-12-09,Acre,Brazil,2021-04-02 15:13:53,37672.0,742.0,32339.0
175096,2020-12-09,Alagoas,Brazil,2021-04-02 15:13:53,97248.0,2363.0,92826.0
175101,2020-12-09,Amapa,Brazil,2021-04-02 15:13:53,61925.0,839.0,48067.0
175102,2020-12-09,Amazonas,Brazil,2021-04-02 15:13:53,184268.0,4973.0,157656.0
175137,2020-12-09,Bahia,Brazil,2021-04-02 15:13:53,431786.0,8502.0,408837.0
175180,2020-12-09,Ceara,Brazil,2021-04-02 15:13:53,312068.0,9762.0,256110.0
175217,2020-12-09,Distrito Federal,Brazil,2021-04-02 15:13:53,236322.0,4032.0,224210.0
175226,2020-12-09,Espirito Santo,Brazil,2021-04-02 15:13:53,206701.0,4483.0,186864.0
175250,2020-12-09,Goias,Brazil,2021-04-02 15:13:53,288819.0,6504.0,277792.0
175384,2020-12-09,Maranhao,Brazil,2021-04-02 15:13:53,195958.0,4355.0,187070.0
175390,2020-12-09,Mato Grosso,Brazil,2021-04-02 15:13:53,163861.0,4165.0,155632.0
175391,2020-12-09,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,108549.0,1870.0,92432.0
175403,2020-12-09,Minas Gerais,Brazil,2021-04-02 15:13:53,448880.0,10429.0,402976.0
175483,2020-12-09,Para,Brazil,2021-04-02 15:13:53,277020.0,6963.0,258418.0
175484,2020-12-09,Paraiba,Brazil,2021-04-02 15:13:53,151312.0,3391.0,119956.0
175485,2020-12-09,Parana,Brazil,2021-04-02 15:13:53,313880.0,6608.0,219176.0
175490,2020-12-09,Pernambuco,Brazil,2021-04-02 15:13:53,193530.0,9200.0,169129.0
175491,2020-12-09,Piaui,Brazil,2021-04-02 15:13:53,132718.0,2695.0,129595.0
175519,2020-12-09,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,99841.0,2759.0,48821.0
175520,2020-12-09,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,359544.0,7388.0,327381.0
175521,2020-12-09,Rio de Janeiro,Brazil,2021-04-02 15:13:53,378084.0,23430.0,344192.0
175524,2020-12-09,Rondonia,Brazil,2021-04-02 15:13:53,84405.0,1617.0,73326.0
175525,2020-12-09,Roraima,Brazil,2021-04-02 15:13:53,65218.0,745.0,61934.0
175543,2020-12-09,Santa Catarina,Brazil,2021-04-02 15:13:53,411631.0,4183.0,372800.0
175545,2020-12-09,Sao Paulo,Brazil,2021-04-02 15:13:53,1306585.0,43461.0,1157066.0
175551,2020-12-09,Sergipe,Brazil,2021-04-02 15:13:53,96346.0,2346.0,86060.0
175595,2020-12-09,Tocantins,Brazil,2021-04-02 15:13:53,84281.0,1190.0,75453.0
175853,2020-12-10,Acre,Brazil,2021-04-02 15:13:53,37902.0,744.0,32515.0
175859,2020-12-10,Alagoas,Brazil,2021-04-02 15:13:53,97562.0,2366.0,93188.0
175864,2020-12-10,Amapa,Brazil,2021-04-02 15:13:53,62221.0,842.0,48299.0
175865,2020-12-10,Amazonas,Brazil,2021-04-02 15:13:53,185089.0,4978.0,158104.0
175900,2020-12-10,Bahia,Brazil,2021-04-02 15:13:53,436662.0,8531.0,416121.0
175943,2020-12-10,Ceara,Brazil,2021-04-02 15:13:53,313439.0,9768.0,257263.0
175980,2020-12-10,Distrito Federal,Brazil,2021-04-02 15:13:53,237114.0,4043.0,225872.0
175989,2020-12-10,Espirito Santo,Brazil,2021-04-02 15:13:53,208252.0,4510.0,191303.0
176013,2020-12-10,Goias,Brazil,2021-04-02 15:13:53,290814.0,6520.0,280374.0
176147,2020-12-10,Maranhao,Brazil,2021-04-02 15:13:53,196446.0,4362.0,187711.0
176153,2020-12-10,Mato Grosso,Brazil,2021-04-02 15:13:53,164599.0,4176.0,156980.0
176154,2020-12-10,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,109785.0,1888.0,94020.0
176166,2020-12-10,Minas Gerais,Brazil,2021-04-02 15:13:53,453364.0,10499.0,411381.0
176246,2020-12-10,Para,Brazil,2021-04-02 15:13:53,278066.0,6972.0,259968.0
176247,2020-12-10,Paraiba,Brazil,2021-04-02 15:13:53,152073.0,3407.0,119965.0
176248,2020-12-10,Parana,Brazil,2021-04-02 15:13:53,317861.0,6653.0,225508.0
176253,2020-12-10,Pernambuco,Brazil,2021-04-02 15:13:53,195118.0,9229.0,170601.0
176254,2020-12-10,Piaui,Brazil,2021-04-02 15:13:53,133336.0,2704.0,130707.0
176282,2020-12-10,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,101209.0,2770.0,48821.0
176283,2020-12-10,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,363979.0,7452.0,336649.0
176284,2020-12-10,Rio de Janeiro,Brazil,2021-04-02 15:13:53,381644.0,23546.0,350334.0
176287,2020-12-10,Rondonia,Brazil,2021-04-02 15:13:53,84919.0,1628.0,74259.0
176288,2020-12-10,Roraima,Brazil,2021-04-02 15:13:53,65595.0,749.0,61934.0
176306,2020-12-10,Santa Catarina,Brazil,2021-04-02 15:13:53,416752.0,4224.0,383470.0
176308,2020-12-10,Sao Paulo,Brazil,2021-04-02 15:13:53,1316371.0,43661.0,1165927.0
176314,2020-12-10,Sergipe,Brazil,2021-04-02 15:13:53,96990.0,2351.0,86060.0
176358,2020-12-10,Tocantins,Brazil,2021-04-02 15:13:53,84637.0,1192.0,75885.0
176616,2020-12-11,Acre,Brazil,2021-04-02 15:13:53,38150.0,747.0,32536.0
176622,2020-12-11,Alagoas,Brazil,2021-04-02 15:13:53,97948.0,2369.0,93519.0
176627,2020-12-11,Amapa,Brazil,2021-04-02 15:13:53,62764.0,846.0,48386.0
176628,2020-12-11,Amazonas,Brazil,2021-04-02 15:13:53,185932.0,4987.0,158846.0
176663,2020-12-11,Bahia,Brazil,2021-04-02 15:13:53,440545.0,8561.0,419448.0
176706,2020-12-11,Ceara,Brazil,2021-04-02 15:13:53,314445.0,9772.0,257263.0
176743,2020-12-11,Distrito Federal,Brazil,2021-04-02 15:13:53,237945.0,4051.0,226300.0
176752,2020-12-11,Espirito Santo,Brazil,2021-04-02 15:13:53,210584.0,4544.0,193721.0
176776,2020-12-11,Goias,Brazil,2021-04-02 15:13:53,292689.0,6534.0,281538.0
176910,2020-12-11,Maranhao,Brazil,2021-04-02 15:13:53,196848.0,4368.0,187984.0
176916,2020-12-11,Mato Grosso,Brazil,2021-04-02 15:13:53,165450.0,4185.0,157600.0
176917,2020-12-11,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,111335.0,1897.0,95302.0
176929,2020-12-11,Minas Gerais,Brazil,2021-04-02 15:13:53,459537.0,10565.0,416183.0
177009,2020-12-11,Para,Brazil,2021-04-02 15:13:53,278858.0,6980.0,260763.0
177010,2020-12-11,Paraiba,Brazil,2021-04-02 15:13:53,152962.0,3420.0,119971.0
177011,2020-12-11,Parana,Brazil,2021-04-02 15:13:53,322920.0,6700.0,227791.0
177016,2020-12-11,Pernambuco,Brazil,2021-04-02 15:13:53,197063.0,9244.0,171535.0
177017,2020-12-11,Piaui,Brazil,2021-04-02 15:13:53,133870.0,2714.0,131274.0
177045,2020-12-11,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,102340.0,2786.0,48821.0
177046,2020-12-11,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,369142.0,7513.0,341444.0
177047,2020-12-11,Rio de Janeiro,Brazil,2021-04-02 15:13:53,384942.0,23630.0,353207.0
177050,2020-12-11,Rondonia,Brazil,2021-04-02 15:13:53,85253.0,1634.0,74621.0
177051,2020-12-11,Roraima,Brazil,2021-04-02 15:13:53,65974.0,753.0,61934.0
177069,2020-12-11,Santa Catarina,Brazil,2021-04-02 15:13:53,421044.0,4284.0,388872.0
177071,2020-12-11,Sao Paulo,Brazil,2021-04-02 15:13:53,1325162.0,43802.0,1166823.0
177077,2020-12-11,Sergipe,Brazil,2021-04-02 15:13:53,97562.0,2356.0,86601.0
177121,2020-12-11,Tocantins,Brazil,2021-04-02 15:13:53,84963.0,1195.0,76004.0
177379,2020-12-12,Acre,Brazil,2021-04-02 15:13:53,38363.0,749.0,32536.0
177385,2020-12-12,Alagoas,Brazil,2021-04-02 15:13:53,98177.0,2372.0,93519.0
177390,2020-12-12,Amapa,Brazil,2021-04-02 15:13:53,63042.0,849.0,48386.0
177391,2020-12-12,Amazonas,Brazil,2021-04-02 15:13:53,186274.0,4998.0,158846.0
177426,2020-12-12,Bahia,Brazil,2021-04-02 15:13:53,443465.0,8589.0,419448.0
177469,2020-12-12,Ceara,Brazil,2021-04-02 15:13:53,314674.0,9774.0,257263.0
177506,2020-12-12,Distrito Federal,Brazil,2021-04-02 15:13:53,238634.0,4059.0,226300.0
177515,2020-12-12,Espirito Santo,Brazil,2021-04-02 15:13:53,211992.0,4559.0,193721.0
177539,2020-12-12,Goias,Brazil,2021-04-02 15:13:53,292689.0,6534.0,281538.0
177673,2020-12-12,Maranhao,Brazil,2021-04-02 15:13:53,197006.0,4375.0,187984.0
177679,2020-12-12,Mato Grosso,Brazil,2021-04-02 15:13:53,165871.0,4194.0,157600.0
177680,2020-12-12,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,112876.0,1913.0,95302.0
177692,2020-12-12,Minas Gerais,Brazil,2021-04-02 15:13:53,464545.0,10645.0,416183.0
177772,2020-12-12,Para,Brazil,2021-04-02 15:13:53,279600.0,6989.0,260763.0
177773,2020-12-12,Paraiba,Brazil,2021-04-02 15:13:53,153556.0,3430.0,119971.0
177774,2020-12-12,Parana,Brazil,2021-04-02 15:13:53,327299.0,6760.0,227791.0
177779,2020-12-12,Pernambuco,Brazil,2021-04-02 15:13:53,198426.0,9271.0,171535.0
177780,2020-12-12,Piaui,Brazil,2021-04-02 15:13:53,134429.0,2720.0,131274.0
177808,2020-12-12,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,102846.0,2790.0,48821.0
177809,2020-12-12,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,372699.0,7578.0,341444.0
177810,2020-12-12,Rio de Janeiro,Brazil,2021-04-02 15:13:53,388431.0,23718.0,353207.0
177813,2020-12-12,Rondonia,Brazil,2021-04-02 15:13:53,85410.0,1638.0,74621.0
177814,2020-12-12,Roraima,Brazil,2021-04-02 15:13:53,66221.0,755.0,61934.0
177832,2020-12-12,Santa Catarina,Brazil,2021-04-02 15:13:53,426095.0,4334.0,388872.0
177834,2020-12-12,Sao Paulo,Brazil,2021-04-02 15:13:53,1333763.0,43971.0,1166823.0
177840,2020-12-12,Sergipe,Brazil,2021-04-02 15:13:53,98472.0,2361.0,86601.0
177884,2020-12-12,Tocantins,Brazil,2021-04-02 15:13:53,85272.0,1198.0,76004.0
178142,2020-12-13,Acre,Brazil,2021-04-02 15:13:53,38412.0,750.0,32639.0
178148,2020-12-13,Alagoas,Brazil,2021-04-02 15:13:53,98612.0,2376.0,94234.0
178153,2020-12-13,Amapa,Brazil,2021-04-02 15:13:53,63313.0,849.0,48648.0
178154,2020-12-13,Amazonas,Brazil,2021-04-02 15:13:53,186828.0,5001.0,159612.0
178189,2020-12-13,Bahia,Brazil,2021-04-02 15:13:53,444661.0,8610.0,424473.0
178232,2020-12-13,Ceara,Brazil,2021-04-02 15:13:53,315913.0,9784.0,257263.0
178269,2020-12-13,Distrito Federal,Brazil,2021-04-02 15:13:53,239096.0,4066.0,227460.0
178278,2020-12-13,Espirito Santo,Brazil,2021-04-02 15:13:53,212304.0,4560.0,195187.0
178302,2020-12-13,Goias,Brazil,2021-04-02 15:13:53,292689.0,6534.0,281538.0
178436,2020-12-13,Maranhao,Brazil,2021-04-02 15:13:53,197056.0,4380.0,188137.0
178442,2020-12-13,Mato Grosso,Brazil,2021-04-02 15:13:53,166111.0,4202.0,158568.0
178443,2020-12-13,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,113298.0,1931.0,97488.0
178455,2020-12-13,Minas Gerais,Brazil,2021-04-02 15:13:53,468023.0,10701.0,422975.0
178535,2020-12-13,Para,Brazil,2021-04-02 15:13:53,280272.0,6998.0,261876.0
178536,2020-12-13,Paraiba,Brazil,2021-04-02 15:13:53,153649.0,3439.0,120269.0
178537,2020-12-13,Parana,Brazil,2021-04-02 15:13:53,329782.0,6764.0,231463.0
178542,2020-12-13,Pernambuco,Brazil,2021-04-02 15:13:53,198684.0,9284.0,172569.0
178543,2020-12-13,Piaui,Brazil,2021-04-02 15:13:53,134717.0,2722.0,131714.0
178571,2020-12-13,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,103916.0,2796.0,48821.0
178572,2020-12-13,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,376590.0,7587.0,348918.0
178573,2020-12-13,Rio de Janeiro,Brazil,2021-04-02 15:13:53,389125.0,23722.0,357824.0
178576,2020-12-13,Rondonia,Brazil,2021-04-02 15:13:53,85854.0,1642.0,74704.0
178577,2020-12-13,Roraima,Brazil,2021-04-02 15:13:53,66407.0,755.0,62652.0
178595,2020-12-13,Santa Catarina,Brazil,2021-04-02 15:13:53,427401.0,4365.0,395585.0
178597,2020-12-13,Sao Paulo,Brazil,2021-04-02 15:13:53,1334703.0,44018.0,1180726.0
178603,2020-12-13,Sergipe,Brazil,2021-04-02 15:13:53,99151.0,2365.0,86854.0
178647,2020-12-13,Tocantins,Brazil,2021-04-02 15:13:53,85385.0,1201.0,76152.0
178905,2020-12-14,Acre,Brazil,2021-04-02 15:13:53,38628.0,753.0,32639.0
178911,2020-12-14,Alagoas,Brazil,2021-04-02 15:13:53,98928.0,2380.0,94234.0
178916,2020-12-14,Amapa,Brazil,2021-04-02 15:13:53,63601.0,854.0,48648.0
178917,2020-12-14,Amazonas,Brazil,2021-04-02 15:13:53,187279.0,5011.0,159612.0
178952,2020-12-14,Bahia,Brazil,2021-04-02 15:13:53,447126.0,8635.0,427134.0
178995,2020-12-14,Ceara,Brazil,2021-04-02 15:13:53,316394.0,9786.0,257263.0
179032,2020-12-14,Distrito Federal,Brazil,2021-04-02 15:13:53,240132.0,4086.0,228322.0
179041,2020-12-14,Espirito Santo,Brazil,2021-04-02 15:13:53,213124.0,4571.0,197443.0
179065,2020-12-14,Goias,Brazil,2021-04-02 15:13:53,294146.0,6549.0,283508.0
179199,2020-12-14,Maranhao,Brazil,2021-04-02 15:13:53,197267.0,4386.0,188137.0
179205,2020-12-14,Mato Grosso,Brazil,2021-04-02 15:13:53,166784.0,4215.0,158568.0
179206,2020-12-14,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,113981.0,1949.0,98556.0
179218,2020-12-14,Minas Gerais,Brazil,2021-04-02 15:13:53,469003.0,10711.0,423918.0
179298,2020-12-14,Para,Brazil,2021-04-02 15:13:53,280714.0,7003.0,261876.0
179299,2020-12-14,Paraiba,Brazil,2021-04-02 15:13:53,153917.0,3452.0,120419.0
179300,2020-12-14,Parana,Brazil,2021-04-02 15:13:53,332158.0,6803.0,232170.0
179305,2020-12-14,Pernambuco,Brazil,2021-04-02 15:13:53,199046.0,9299.0,172569.0
179306,2020-12-14,Piaui,Brazil,2021-04-02 15:13:53,134892.0,2723.0,131714.0
179334,2020-12-14,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,104299.0,2805.0,48821.0
179335,2020-12-14,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,378893.0,7681.0,351491.0
179336,2020-12-14,Rio de Janeiro,Brazil,2021-04-02 15:13:53,389893.0,23740.0,359165.0
179339,2020-12-14,Rondonia,Brazil,2021-04-02 15:13:53,86118.0,1645.0,74704.0
179340,2020-12-14,Roraima,Brazil,2021-04-02 15:13:53,66454.0,755.0,62652.0
179358,2020-12-14,Santa Catarina,Brazil,2021-04-02 15:13:53,432050.0,4420.0,395585.0
179360,2020-12-14,Sao Paulo,Brazil,2021-04-02 15:13:53,1337016.0,44050.0,1185217.0
179366,2020-12-14,Sergipe,Brazil,2021-04-02 15:13:53,99753.0,2370.0,86854.0
179410,2020-12-14,Tocantins,Brazil,2021-04-02 15:13:53,85549.0,1203.0,76830.0
179668,2020-12-15,Acre,Brazil,2021-04-02 15:13:53,38712.0,755.0,32779.0
179674,2020-12-15,Alagoas,Brazil,2021-04-02 15:13:53,99238.0,2384.0,94858.0
179679,2020-12-15,Amapa,Brazil,2021-04-02 15:13:53,63601.0,854.0,49503.0
179680,2020-12-15,Amazonas,Brazil,2021-04-02 15:13:53,187930.0,5026.0,159968.0
179715,2020-12-15,Bahia,Brazil,2021-04-02 15:13:53,451240.0,8665.0,431273.0
179758,2020-12-15,Ceara,Brazil,2021-04-02 15:13:53,316681.0,9802.0,258494.0
179795,2020-12-15,Distrito Federal,Brazil,2021-04-02 15:13:53,240869.0,4095.0,229359.0
179804,2020-12-15,Espirito Santo,Brazil,2021-04-02 15:13:53,216714.0,4612.0,199651.0
179828,2020-12-15,Goias,Brazil,2021-04-02 15:13:53,295655.0,6586.0,285212.0
179962,2020-12-15,Maranhao,Brazil,2021-04-02 15:13:53,197684.0,4393.0,188622.0
179968,2020-12-15,Mato Grosso,Brazil,2021-04-02 15:13:53,167782.0,4225.0,159990.0
179969,2020-12-15,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,114631.0,1967.0,99082.0
179981,2020-12-15,Minas Gerais,Brazil,2021-04-02 15:13:53,473225.0,10719.0,428053.0
180061,2020-12-15,Para,Brazil,2021-04-02 15:13:53,281667.0,7013.0,263211.0
180062,2020-12-15,Paraiba,Brazil,2021-04-02 15:13:53,154734.0,3469.0,120575.0
180063,2020-12-15,Parana,Brazil,2021-04-02 15:13:53,339695.0,6919.0,235668.0
180068,2020-12-15,Pernambuco,Brazil,2021-04-02 15:13:53,199780.0,9324.0,172861.0
180069,2020-12-15,Piaui,Brazil,2021-04-02 15:13:53,135239.0,2735.0,132563.0
180097,2020-12-15,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,104855.0,2821.0,48821.0
180098,2020-12-15,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,382251.0,7766.0,356448.0
180099,2020-12-15,Rio de Janeiro,Brazil,2021-04-02 15:13:53,391350.0,23887.0,361293.0
180102,2020-12-15,Rondonia,Brazil,2021-04-02 15:13:53,86909.0,1655.0,74917.0
180103,2020-12-15,Roraima,Brazil,2021-04-02 15:13:53,66515.0,761.0,63101.0
180121,2020-12-15,Santa Catarina,Brazil,2021-04-02 15:13:53,435547.0,4504.0,406226.0
180123,2020-12-15,Sao Paulo,Brazil,2021-04-02 15:13:53,1341428.0,44282.0,1189305.0
180129,2020-12-15,Sergipe,Brazil,2021-04-02 15:13:53,100371.0,2374.0,87671.0
180173,2020-12-15,Tocantins,Brazil,2021-04-02 15:13:53,85731.0,1206.0,76979.0
180431,2020-12-16,Acre,Brazil,2021-04-02 15:13:53,38938.0,756.0,32779.0
180437,2020-12-16,Alagoas,Brazil,2021-04-02 15:13:53,100011.0,2389.0,95317.0
180442,2020-12-16,Amapa,Brazil,2021-04-02 15:13:53,64303.0,861.0,49503.0
180443,2020-12-16,Amazonas,Brazil,2021-04-02 15:13:53,188918.0,5036.0,159968.0
180478,2020-12-16,Bahia,Brazil,2021-04-02 15:13:53,456106.0,8691.0,435556.0
180521,2020-12-16,Ceara,Brazil,2021-04-02 15:13:53,320385.0,9857.0,259388.0
180558,2020-12-16,Distrito Federal,Brazil,2021-04-02 15:13:53,241400.0,4107.0,230225.0
180567,2020-12-16,Espirito Santo,Brazil,2021-04-02 15:13:53,220540.0,4661.0,199651.0
180591,2020-12-16,Goias,Brazil,2021-04-02 15:13:53,296836.0,6586.0,285212.0
180725,2020-12-16,Maranhao,Brazil,2021-04-02 15:13:53,198147.0,4401.0,188622.0
180731,2020-12-16,Mato Grosso,Brazil,2021-04-02 15:13:53,168826.0,4234.0,160699.0
180732,2020-12-16,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,116612.0,1978.0,99658.0
180744,2020-12-16,Minas Gerais,Brazil,2021-04-02 15:13:53,477697.0,10855.0,432622.0
180824,2020-12-16,Para,Brazil,2021-04-02 15:13:53,282719.0,7018.0,263211.0
180825,2020-12-16,Paraiba,Brazil,2021-04-02 15:13:53,156122.0,3487.0,121400.0
180826,2020-12-16,Parana,Brazil,2021-04-02 15:13:53,359892.0,7117.0,235668.0
180831,2020-12-16,Pernambuco,Brazil,2021-04-02 15:13:53,201851.0,9339.0,172861.0
180832,2020-12-16,Piaui,Brazil,2021-04-02 15:13:53,135769.0,2743.0,132563.0
180860,2020-12-16,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,106095.0,2828.0,59105.0
180861,2020-12-16,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,388704.0,7862.0,362214.0
180862,2020-12-16,Rio de Janeiro,Brazil,2021-04-02 15:13:53,395386.0,24109.0,364580.0
180865,2020-12-16,Rondonia,Brazil,2021-04-02 15:13:53,87397.0,1668.0,74917.0
180866,2020-12-16,Roraima,Brazil,2021-04-02 15:13:53,66574.0,764.0,63101.0
180884,2020-12-16,Santa Catarina,Brazil,2021-04-02 15:13:53,442624.0,4517.0,406226.0
180886,2020-12-16,Sao Paulo,Brazil,2021-04-02 15:13:53,1341428.0,44282.0,1189305.0
180892,2020-12-16,Sergipe,Brazil,2021-04-02 15:13:53,101148.0,2381.0,87671.0
180936,2020-12-16,Tocantins,Brazil,2021-04-02 15:13:53,86180.0,1208.0,77170.0
181194,2020-12-17,Acre,Brazil,2021-04-02 15:13:53,39166.0,756.0,32899.0
181200,2020-12-17,Alagoas,Brazil,2021-04-02 15:13:53,100307.0,2394.0,95645.0
181205,2020-12-17,Amapa,Brazil,2021-04-02 15:13:53,64549.0,864.0,50555.0
181206,2020-12-17,Amazonas,Brazil,2021-04-02 15:13:53,189812.0,5049.0,162078.0
181241,2020-12-17,Bahia,Brazil,2021-04-02 15:13:53,461026.0,8720.0,439587.0
181284,2020-12-17,Ceara,Brazil,2021-04-02 15:13:53,321567.0,9883.0,260282.0
181321,2020-12-17,Distrito Federal,Brazil,2021-04-02 15:13:53,242299.0,4123.0,231071.0
181330,2020-12-17,Espirito Santo,Brazil,2021-04-02 15:13:53,223028.0,4693.0,205077.0
181354,2020-12-17,Goias,Brazil,2021-04-02 15:13:53,298552.0,6633.0,288135.0
181488,2020-12-17,Maranhao,Brazil,2021-04-02 15:13:53,198500.0,4408.0,189227.0
181494,2020-12-17,Mato Grosso,Brazil,2021-04-02 15:13:53,169730.0,4245.0,161377.0
181495,2020-12-17,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,118003.0,1993.0,101178.0
181507,2020-12-17,Minas Gerais,Brazil,2021-04-02 15:13:53,483369.0,10933.0,437636.0
181587,2020-12-17,Para,Brazil,2021-04-02 15:13:53,283839.0,7035.0,265189.0
181588,2020-12-17,Paraiba,Brazil,2021-04-02 15:13:53,157396.0,3507.0,122219.0
181589,2020-12-17,Parana,Brazil,2021-04-02 15:13:53,366281.0,7172.0,242587.0
181594,2020-12-17,Pernambuco,Brazil,2021-04-02 15:13:53,203497.0,9361.0,176301.0
181595,2020-12-17,Piaui,Brazil,2021-04-02 15:13:53,136423.0,2749.0,133808.0
181623,2020-12-17,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,106371.0,2838.0,59105.0
181624,2020-12-17,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,394816.0,7944.0,367054.0
181625,2020-12-17,Rio de Janeiro,Brazil,2021-04-02 15:13:53,398879.0,24204.0,367923.0
181628,2020-12-17,Rondonia,Brazil,2021-04-02 15:13:53,87863.0,1681.0,76404.0
181629,2020-12-17,Roraima,Brazil,2021-04-02 15:13:53,66977.0,766.0,63101.0
181647,2020-12-17,Santa Catarina,Brazil,2021-04-02 15:13:53,448162.0,4598.0,416403.0
181649,2020-12-17,Sao Paulo,Brazil,2021-04-02 15:13:53,1361731.0,44681.0,1189305.0
181655,2020-12-17,Sergipe,Brazil,2021-04-02 15:13:53,101706.0,2387.0,89603.0
181699,2020-12-17,Tocantins,Brazil,2021-04-02 15:13:53,86585.0,1210.0,77798.0
181957,2020-12-18,Acre,Brazil,2021-04-02 15:13:53,39341.0,757.0,32899.0
181963,2020-12-18,Alagoas,Brazil,2021-04-02 15:13:53,100619.0,2399.0,95645.0
181968,2020-12-18,Amapa,Brazil,2021-04-02 15:13:53,64549.0,864.0,50555.0
181969,2020-12-18,Amazonas,Brazil,2021-04-02 15:13:53,190968.0,5062.0,162078.0
182004,2020-12-18,Bahia,Brazil,2021-04-02 15:13:53,464083.0,8748.0,443137.0
182047,2020-12-18,Ceara,Brazil,2021-04-02 15:13:53,322494.0,9903.0,260282.0
182084,2020-12-18,Distrito Federal,Brazil,2021-04-02 15:13:53,243212.0,4132.0,231071.0
182093,2020-12-18,Espirito Santo,Brazil,2021-04-02 15:13:53,224999.0,4724.0,205077.0
182117,2020-12-18,Goias,Brazil,2021-04-02 15:13:53,299682.0,6651.0,288596.0
182251,2020-12-18,Maranhao,Brazil,2021-04-02 15:13:53,198843.0,4413.0,189227.0
182257,2020-12-18,Mato Grosso,Brazil,2021-04-02 15:13:53,170594.0,4257.0,161377.0
182258,2020-12-18,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,119079.0,2009.0,102309.0
182270,2020-12-18,Minas Gerais,Brazil,2021-04-02 15:13:53,488934.0,11009.0,442115.0
182350,2020-12-18,Para,Brazil,2021-04-02 15:13:53,284774.0,7042.0,265189.0
182351,2020-12-18,Paraiba,Brazil,2021-04-02 15:13:53,158449.0,3523.0,122219.0
182352,2020-12-18,Parana,Brazil,2021-04-02 15:13:53,370775.0,7213.0,242587.0
182357,2020-12-18,Pernambuco,Brazil,2021-04-02 15:13:53,205262.0,9383.0,176301.0
